Building/Room       Class Times              Professor Names               
AB-1150             10:20 AM - 11:40 AM      MECHBAL, SIRINE               
AB-4225             10:20 AM - 11:40 AM      DAGHAGHELEH                   
AB-1150             5:40 PM - 7:00 PM        DUFFY, ROBERT                 
HLL-116             5:40 PM - 7:00 PM        CHAUDHARY, ALI                
HLL-116             5:40 PM - 7:00 PM        KEMPNER, JOANNA               
ARC-110             5:40 PM - 7:00 PM        JOSHI, APOORVAA               
HLL-116             10:20 AM - 11:40 AM      DAGHAGHELEH                   
HLL-116             10:20 AM - 11:40 AM      O'HARA, JOHN                  
SEC-217             10:20 AM - 11:40 AM      HIRSCHFIELD                   
HLL-116             10:20 AM - 11:40 AM      MOULTON                       
HLL-116             10:20 AM - 11:40 AM      KEMPNER, JOANNA               
SEC-216             8:45 AM - 9:40 AM        BLISS                         
HLL-116             10:20 AM - 11:40 AM      DOWD, JEFFREY                 
HLL-116             10:35 AM - 11:30 AM      HWANG, KARAM                  
SEC-220             10:20 AM - 11:40 AM      DAHAGHI, KEVIN                
LSH-A143            8:45 AM - 9:40 AM        LU, WENBO                     
LSH-A143            10:20 AM - 11:40 AM      COVINGTON                     
NH-B136             8:45 AM - 9:40 AM        DE OLIVEIRA HOR               
LSH-A143            10:20 AM - 11:40 AM      CHAUDHARY, ALI                
LSH-A143            10:35 AM - 11:30 AM      GULICK, JOHN                  
NH-B136             10:20 AM - 11:40 AM      MACKENDRICK                   
LSH-A143            8:45 AM - 9:40 AM        MOUZON, DAWNE                 
LSH-A143            10:20 AM - 11:40 AM      STEIN, ARLENE                 
NH-B136             10:35 AM - 11:30 AM      WILHELMS                      
LSH-A143            10:20 AM - 11:40 AM      COVINGTON                     
LSH-A143            10:35 AM - 11:30 AM      LAPOINTE                      
NH-B136             12:10 PM - 1:30 PM       ENOS, JENNY                   
LSH-A143            8:45 AM - 9:40 AM        BLISS                         
LSH-A143            12:10 PM - 1:30 PM       CARELLI, LINDA                
NH-B136             8:45 AM - 9:40 AM        LAPOINTE                      
LSH-A143            12:10 PM - 1:30 PM       HWANG, KARAM; MECHBAL, SIRINE 
LSH-A143            8:45 AM - 9:40 AM        HWANG, KARAM; MECHBAL, SIRINE 
NH-B136             12:10 PM - 1:30 PM       DRUE, CHRIS; AHN, CHANGHYE    
NH-A237             10:35 AM - 11:30 AM      DRUE, CHRIS; AHN, CHANGHYE    
ARC-204             12:10 PM - 1:30 PM       LEI, LEI; CHAE, YOUNGJIN      
ARC-204             2:15 PM - 3:10 PM        LEI, LEI; CHAE, YOUNGJIN      
HLL-009             12:10 PM - 1:30 PM       MAI, QUAN; TRAYLOR            
HLL-009             7:45 PM - 8:40 PM        MAI, QUAN; TRAYLOR            
HLL-009             12:10 PM - 1:30 PM       LAPOINTE; DELGENIO            
HLL-009             7:45 PM - 8:40 PM        LAPOINTE; DELGENIO            
SEC-217             12:10 PM - 1:30 PM       DELGENIO; ARYSTANBEK          
SEC-217             5:55 PM - 6:50 PM        DELGENIO; ARYSTANBEK          
AB-4225             12:10 PM - 1:30 PM       STEIN, ARLENE                 
AB-4225             12:25 PM - 1:20 PM       MOUZON, DAWNE                 
LSH-AUD             12:10 PM - 1:30 PM       DAHAGHI, KEVIN                
LSH-AUD             7:45 PM - 8:40 PM        SIE, AMANDA                   
AB-2125             12:10 PM - 1:30 PM                                     
AB-2125             2:15 PM - 3:10 PM        BATSON, HEATHER               
TIL-246             12:10 PM - 1:30 PM       DUFFY, ROBERT                 
SC-220              5:55 PM - 6:50 PM        MAI, QUAN                     
SC-220              12:10 PM - 1:30 PM                                     
BRR-5105            4:05 PM - 5:00 PM                                      
BRR-5105            10:20 AM - 11:40 AM      BRECHIN, STEVEN               
TIL-258             10:35 AM - 11:30 AM      CLIFFORD                      
TIL-258             12:10 PM - 1:30 PM       CASTELO MILLAN                
LSH-B269            10:35 AM - 11:30 AM      CASTELO MILLAN                
LSH-B269            2:00 PM - 3:20 PM        BARBA BLANCO                  
LSH-B267            2:00 PM - 3:20 PM        VARGAS MUTIZABA               
LSH-B266            7:45 PM - 8:40 PM        SOLIS, ANA                    
LSH-B267            2:00 PM - 3:20 PM        KIM, DONGJOON                 
LSH-B266            2:00 PM - 3:20 PM        MORA BALLESTERO               
LSH-B266            4:05 PM - 5:00 PM        ROGERS                        
LSH-B266            2:00 PM - 3:20 PM        SMITH, MARIA                  
LSH-B266            2:00 PM - 3:20 PM        CASTELO MILLAN                
LSH-B266            12:25 PM - 1:20 PM       LLURBA FERREIRA               
TIL-105             2:00 PM - 3:20 PM        NAVA, RAFAEL                  
TIL-105             2:00 PM - 3:20 PM        PARISI, ARIELA                
AB-4400             2:15 PM - 3:10 PM        SANCHEZ, DIANA                
AB-4400             2:00 PM - 3:20 PM                                      
AB-4450             2:00 PM - 3:20 PM        MORA BALLESTERO               
AB-4450             10:20 AM - 1:20 PM       MORA BALLESTERO               
CDL-102             2:00 PM - 3:20 PM        MORA BALLESTERO               
CDL-102             2:00 PM - 3:20 PM        SANCHEZ, IRMA                 
RAB-001             3:50 PM - 6:50 PM        SANCHEZ, KAREN                
RAB-001             2:00 PM - 3:20 PM        SANCHEZ, KAREN                
WL-260              2:00 PM - 3:20 PM        DALLMANN, HARRY               
WL-260              10:20 AM - 1:20 PM       MARTIN-MARQUEZ                
WL-260              2:00 PM - 3:20 PM        PINCHOT, RYAN                 
WL-260              2:00 PM - 3:20 PM        STEPHENS                      
WL-260              3:50 PM - 6:50 PM        FELIU RIBAS                   
WL-260              2:00 PM - 3:20 PM        FERNANDEZ                     
CDL-110             2:00 PM - 3:20 PM        CONSTANTIN-DURE               
CDL-110             10:20 AM - 1:20 PM       BISHOP, STEPHEN               
WL-260              2:00 PM - 3:20 PM        RAMIREZ POLO                  
WL-260              2:00 PM - 3:20 PM        OTERO-TORRES                  
SEC-118             3:50 PM - 6:50 PM        JAUME LOSA                    
SEC-118             3:50 PM - 5:10 PM        DICKINSON                     
AB-1180             3:50 PM - 5:10 PM        SANCHEZ, KAREN                
AB-1180             3:50 PM - 5:10 PM        KIM, YEON-SOO                 
TIL-254             3:50 PM - 5:10 PM        RAMIREZ POLO                  
TIL-254             3:50 PM - 5:10 PM        DICKINSON                     
WL-231              3:50 PM - 5:10 PM        JIMENEZ, MIGUEL               
WL-231              3:50 PM - 5:10 PM        JIMENEZ, MIGUEL               
WL-231              2:00 PM - 3:20 PM                                      
WL-231              2:00 PM - 3:20 PM                                      
WL-231              3:50 PM - 5:10 PM        SANCHEZ, KAREN                
WL-339              3:50 PM - 5:10 PM        HECHT-COSLOY                  
WL-231              8:30 AM - 9:50 AM        HECHT-COSLOY                  
WL-231              8:30 AM - 9:50 AM        HECHT-COSLOY                  
WL-260              12:10 PM - 1:30 PM       HECHT-COSLOY                  
WL-260              12:10 PM - 1:30 PM       DELLI PAOLI                   
ENR-223             10:20 AM - 1:20 PM       LAWRENCE                      
ENR-223             3:50 PM - 5:10 PM        SCOTT, LATISHA                
WL-231              3:50 PM - 5:10 PM        SCOTT, LATISHA                
WL-260              10:20 AM - 11:40 AM      HENDERSON                     
WL-260              10:20 AM - 11:40 AM      FINKELSTEIN                   
WL-231              12:10 PM - 1:30 PM       HENDERSON                     
TH-101              12:10 PM - 1:30 PM       SCHILP, JOSEPH                
TH-101              10:20 AM - 11:40 AM      SCOTT, LATISHA                
MU-213              10:20 AM - 11:40 AM      HECHT-COSLOY                  
MU-213              8:30 AM - 9:50 AM        TRINDADE                      
SC-207              10:20 AM - 11:40 AM      TRINDADE                      
SC-207              8:30 AM - 9:50 AM        TRINDADE                      
HC-S126             10:20 AM - 11:40 AM      SPAETH, ANDREA                
SC-207              12:10 PM - 1:30 PM       SCHILP, JOSEPH                
SC-207              12:10 PM - 1:30 PM       SCHILP, JOSEPH                
AB-3200             12:10 PM - 1:30 PM       TRINDADE                      
AB-3200             12:10 PM - 1:30 PM       HENDERSON                     
MU-114              2:00 PM - 3:20 PM        HUNT, JOANNE                  
HC-S120             2:00 PM - 3:20 PM        HUNT, JOANNE                  
HC-S120             12:10 PM - 1:30 PM       WAKABAYASHI; PERRONE          
SC-214              12:10 PM - 1:30 PM       QUINCY, RONALD                
SC-214              5:40 PM - 7:00 PM                                      
SC-221              5:40 PM - 7:00 PM        WAITE, PAUL                   
SC-221              5:40 PM - 7:00 PM        WAITE, PAUL                   
SC-204              5:40 PM - 7:00 PM                                      
SC-204              10:20 AM - 11:40 AM                                    
SC-114              10:20 AM - 11:40 AM                                    
SC-114              2:00 PM - 5:00 PM                                      
SC-221              2:00 PM - 5:00 PM        WAITE, PAUL                   
SC-221              2:00 PM - 5:00 PM        WAITE, PAUL                   
MI-100              2:00 PM - 5:00 PM                                      
MI-100              2:00 PM - 5:00 PM                                      
ZAM-MPR             2:00 PM - 5:00 PM        WAITE, PAUL                   
ZAM-MPR             12:10 PM - 1:30 PM                                     
HH-B5               12:10 PM - 1:30 PM       WAITE, PAUL                   
HH-B5               5:40 PM - 7:00 PM        WAITE, PAUL                   
MU-210              5:40 PM - 7:00 PM                                      
AB-6190             2:00 PM - 3:20 PM        WAITE, PAUL                   
AB-6190             2:00 PM - 3:20 PM        WAITE, PAUL                   
AB-6190             2:00 PM - 3:20 PM                                      
AB-6190             2:00 PM - 3:20 PM                                      
SC-220              3:50 PM - 5:10 PM        WAITE, PAUL                   
SC-220              3:50 PM - 5:10 PM        WAITE, PAUL                   
FH-A5               10:20 AM - 11:40 AM      WAITE, PAUL                   
FH-A5               10:20 AM - 11:40 AM      WAITE, PAUL                   
SC-220              12:10 PM - 3:10 PM       WAITE, PAUL                   
SC-220              2:00 PM - 3:20 PM        WAITE, PAUL                   
AB-1170             2:00 PM - 3:20 PM                                      
AB-1170             10:20 AM - 1:20 PM                                     
CA-A1               12:10 PM - 3:10 PM       WAITE, PAUL                   
CA-A1               12:10 PM - 3:10 PM       RAMASWAMY, RAVI               
CA-A2               10:20 AM - 11:40 AM      LUVALLE                       
CA-A2               10:20 AM - 11:40 AM      DONG, HK                      
CA-A4               3:50 PM - 5:10 PM        ZHAO, ZHANYUN                 
CA-A4               3:50 PM - 5:10 PM        MANCO, GREGORY                
MU-213              3:50 PM - 6:50 PM        NEJATBAKHSH                   
MU-213              3:50 PM - 5:10 PM        MAGYAR, ANDREW                
CDL-110             3:50 PM - 5:10 PM        ROJAS, PATRICIO               
CDL-110             3:50 PM - 6:50 PM        MAGYAR, ANDREW                
MH-115              2:00 PM - 3:20 PM        ROJAS, PATRICIO               
MH-115              2:00 PM - 3:20 PM        SRINIVASAN                    
SC-219              10:20 AM - 11:40 AM      AGRE, LYNN                    
SC-219              10:20 AM - 11:40 AM      MANCO, GREGORY                
SC-219              12:10 PM - 1:30 PM       ZHAO, ZHANYUN                 
SC-219              12:10 PM - 1:30 PM       GONG, RUOBIN                  
MU-207              8:30 AM - 9:50 AM        RAMASWAMY, RAVI               
MU-207              12:10 PM - 1:30 PM       MANCO, GREGORY                
CA-A2               12:10 PM - 1:30 PM       KLINCEWICZ                    
CA-A2               2:00 PM - 3:20 PM        SRINIVASAN                    
MU-212              2:00 PM - 3:20 PM        AGRE, LYNN                    
MU-212              8:30 AM - 11:30 AM       AGRE, LYNN                    
ZAM-EDR             8:30 AM - 9:50 AM        LUVALLE                       
AB-2150             8:30 AM - 9:50 AM        DICRECCHIO                    
AB-3450             12:10 PM - 1:30 PM       SRINIVASAN                    
AB-3450             12:10 PM - 1:30 PM       STOCK, GREGORY                
AB-3450             3:50 PM - 5:10 PM        STOCK, GREGORY                
SC-120              3:50 PM - 5:10 PM        DICRECCHIO                    
