Class Name                                        Building/Room       Class Times              Professor Names               
01:959:349                                        HH-A3               2:15 PM - 3:10 PM        GILL, TIFFANY                 
STDY ABROAD HUNGARY                               HH-A3               7:45 PM - 8:40 PM        JONES, JENNIFER               
01:959:352                                        SC-221              7:45 PM - 8:40 PM        SILVER, PETER                 
STDY ABROAD INDIA                                 SC-221              4:05 PM - 5:00 PM        MATHEW, JOHAN                 
01:959:355                                        MU-211              7:45 PM - 8:40 PM        MALANGA, TARA                 
STDY ABROAD IRELAND                               MU-211              7:45 PM - 8:40 PM        WOODHOUSE-BEYER               
01:959:358                                        MU-211              5:55 PM - 6:50 PM        RICO                          
STDY ABROAD ISRAEL                                MU-211              7:45 PM - 8:40 PM        BURROWES                      
01:959:361                                        CA-A5               7:45 PM - 8:40 PM        DAVIS, BELINDA                
STDY ABROAD ITALY                                 CA-A5               7:45 PM - 8:40 PM        TOWNSEND                      
01:959:364                                        MU-213              7:45 PM - 8:40 PM        MITTELSTADT                   
STDY ABROAD JAPAN                                 MU-213              7:45 PM - 8:40 PM        MCCARTY, CAROL                
01:959:367                                        MU-213              5:55 PM - 6:50 PM                                      
STDY ABROAD JORDAN                                MU-213              7:45 PM - 8:40 PM                                      
01:959:379                                        MU-208              7:45 PM - 8:40 PM        DELBOURGO                     
STDY ABROAD NETHERLN                              MU-208              4:05 PM - 5:00 PM        DELBOURGO                     
01:959:383                                        FH-A6               7:45 PM - 8:40 PM        RAUCHER, MICHAL               
STDY ABROAD N ZEALND                              FH-A6               7:45 PM - 8:40 PM        KELLY, SAMANTHA               
01:959:385                                        FH-A2               2:15 PM - 3:10 PM        LEE, SUKHEE                   
STDY ABROAD NORWAY                                FH-A2               7:45 PM - 8:40 PM        LEE, SUKHEE                   
01:959:400                                        CA-A3               7:45 PM - 8:40 PM        LIU, XUN                      
STDY ABROAD SO.AFRIC                              CA-A3               12:25 PM - 1:20 PM       HERNANDEZ MATOS               
01:959:403                                        HC-S124             7:45 PM - 8:40 PM        TOWNSEND                      
STDY ABROAD SO.KOREA                              MU-003              7:45 PM - 8:40 PM        LIU, XUN                      
01:959:406                                        AB-2250             10:35 AM - 11:30 AM      YENIYURT                      
STDY ABROAD SPAIN                                 AB-2250             7:45 PM - 8:40 PM        YENIYURT                      
01:959:415                                        MU-302              7:45 PM - 8:40 PM        DIBATTISTA                    
STDY ABROAD U KINGDM                              MU-038              10:35 AM - 11:30 AM      GYLLENHAAL                    
01:959:418                                        MU-302              7:45 PM - 8:40 PM        JONES, JENNIFER               
STDY ABROAD EUROSCHL                              MU-038              7:45 PM - 8:40 PM        BELLANY                       
01:959:431                                        MU-038              4:05 PM - 5:00 PM        MERCANDETTI                   
STUDY ABROAD IN THE CZECH REPUBLIC                MU-038              7:30 PM - 8:50 PM        CONNOLLY                      
01:959:434                                        MU-002              7:30 PM - 8:50 PM        TARTAKOFF                     
STUDY ABROAD IN HONG KONG                         MU-302              4:05 PM - 5:00 PM        KELLY, SAMANTHA               
01:959:437                                        MU-002              7:30 PM - 8:50 PM        DIBATTISTA                    
STUDY ABROAD IN PROTUGAL                          MU-305              7:30 PM - 8:50 PM        DAVIS, BELINDA                
01:959:440                                        MU-038              7:45 PM - 8:40 PM        YENIYURT                      
STUDY ABROAD IN SWEDEN                            MU-038              7:30 PM - 8:50 PM        KOVEN, SETH                   
01:959:447                                        MU-003              7:30 PM - 8:50 PM        ABBAS, SADIA                  
STUDY ABROAD IN TAIWAN                            MU-003              4:05 PM - 5:00 PM        CLEMENS, PAUL                 
01:960:211                                        MU-038              5:40 PM - 7:00 PM        CLEMENS, PAUL                 
STATISTICS I                                      MU-038              5:40 PM - 7:00 PM        CLEMENS, PAUL                 
01:960:212                                        MU-001              7:45 PM - 8:40 PM        CLEMENS, PAUL                 
STATISTICS II                                     MU-001              5:40 PM - 7:00 PM        CLEMENS, PAUL                 
01:960:285                                        TIL-123             5:40 PM - 7:00 PM        SCHOEN, JOHANNA               
INTRO STAT FOR BUS                                TIL-123             7:45 PM - 8:40 PM        PIETRUSKA                     
01:960:291                                        MU-001              5:40 PM - 7:00 PM        GRIPPALDI                     
STATISTICAL INFERENCE FOR DATA SCIENCE            MU-001              5:40 PM - 7:00 PM        JONES, TOBY                   
01:960:365                                        MU-003              7:45 PM - 8:40 PM        SILVER, PETER                 
INTRODUCTION TO BAYESIAN DATA ANALYSIS            MU-003              8:30 AM - 9:50 AM        MARKOWITZ                     
01:960:379                                        MU-001              8:30 AM - 9:50 AM        MARKOWITZ                     
BASIC PROB AND STAT                               MU-001              2:15 PM - 3:10 PM        PIETRUSKA                     
01:960:381                                        MU-003              8:30 AM - 9:50 AM        GRIPPALDI                     
THEORY OF PROBABILTY                              MU-003              8:30 AM - 9:50 AM        ECHEVERRIA                    
01:960:384                                        HCK-218             4:05 PM - 5:00 PM        FOGLESONG                     
INTRMD STAT ANALYSIS                              HCK-218             8:30 AM - 9:50 AM        LOPEZ, KATHLEEN               
01:960:390                                        MU-001              8:30 AM - 9:50 AM        NARAYANAN                     
INTRO COMP STAT                                   MU-114              7:45 PM - 8:40 PM        ADAM, NATHALIE                
01:960:401                                        MU-114              8:30 AM - 9:50 AM                                      
BASIC STATISTICS FOR RESEARCH                     MU-038              8:30 AM - 9:50 AM        BENSETTI BENBAD               
01:960:463                                        MU-038              4:05 PM - 5:00 PM        LEVIN, VADIM                  
REGRESSION METHODS                                MU-038              8:30 AM - 9:50 AM        LAWRENCE, SUSAN               
01:960:484                                        MU-038              8:30 AM - 9:50 AM        LAWRENCE, SUSAN               
BASIC APPLIED STATISTICS                          MU-002              7:45 PM - 8:40 PM        LAWRENCE, SUSAN               
01:960:486                                        MU-002              7:30 PM - 8:50 PM                                      
APPLIED STATISTICAL LEARNING                      HCK-122             7:30 PM - 8:50 PM        O'KEEFE, PAUL                 
01:960:495                                        HCK-122             2:15 PM - 3:10 PM        SCALIA, ROSARIO               
INDEPENDENT STUDIES IN STATISTICS                 MU-002              7:30 PM - 8:50 PM        RUSU, MARIUS                  
01:973:190                                        MU-002              7:30 PM - 8:50 PM        LANE                          
